id,content,vertical
1236,四边形ABCD中，BD垂直AC．求证比AD乘方2相加BC乘方2等于AB乘方2相加CD乘方2．,0
783,（2019春西湖区校级月考）如图．直线AB平行CD，DE平行BC．（1）判断角B与角D的数量关系．并说明理由．（2）设角B等于（2x相加15角），角D等于（65减3x）角，求角1的度数．,0
662,（2018春滦县期末）已知比ABCD中，E、F是对角线BD上两点，连接AE、CF，若角BAE等于角DCF．求证比AE等于CF．,0
1109,如果两个三角形的三条高对应成比例，那么这两个三角形相似吗？为什么？,0
1035,（2017秋黄陂区月考）角ACB等于90角，CD垂直AB，垂足为D．求证比角ACD等于角B．,1
107,如图所示，AC和BD相交于点O，OA等于OC，三角形AOB与三角形COD全等吗？并说明理由．,0
81,阅读下题及其证明过程．已知AB等于AC，AD等于AE，那么三角形ABE与三角形ACD全等吗？若全等，请说明你的理由．下列是小明的解法．你认为正确吗？若不正确，请你写出正确的解法．解比三角形ABE全等ACD，理由如下比已知AB等于AC，AD等于AE，∵AB等于AC，所以角B等于角C在三角形ABE和三角形ACD中，∵AB等于AC，角B等于角C，AD等于AE所以三角形ABE全等ACD（SAS）．,0
1277,三角形ABC相似三角形DBA，角BAC等于角ADB，写出其余的对应角和对应边的比例式．,0
720,角1相加角2等于角BCD．求证比AB平行DE．,0
1364,AB等于AC，AE等于AF，且角EAB等于角FAC，EF等于BC，求证比四边形EBCF是矩形．,0
294,三角形ABC中，AB等于AC，角BAC等于120角，AD垂直BC，且AB等于6厘米，求AD的长．,0
864,已知AB平行CD，过点A作射线AE，交CD的延长线于点E，试问比AE与BC一定平行吗？并说明你的理由．,0
1300,点O为三角形ABC的边AC上一动点，经过点O的直线DE平行BC交AB于D，且OD等于OE．（1）当点O运动到AC的什么位置时，四边形ADCE是平行四边形？证明你的结论；（2）在（1）的情况下，三角形ABC哪两边相等时，四边形ADCE是矩形？证明你的结论．,0
1244,已知两相似三角形对应角平分线的比为3比10，且大三角形的面积为400厘米乘方2．（1）求小三角形的面积；（2）若这两个三角形的周长差为560厘米，分别求它们的周长．,0
1317,在ABCD中，AC，BD交于点O，AE垂直BC于E，EO交AD于F，求证比四边形AECF是矩形．,0
215,如图所示，三角形ABC全等三角形DFE．试求角FDB相加角ABD的值．,0
757,角BAP相加角APD等于180角，角BAE等于角CPF，求证比AE平行PF．,0
1093,根据下列条件，判断三角形ABC和三角形A′B′C′是否相似，并说明理由．角B等于50角，AB等于2，BC等于3，角B′等于50角，A′B′等于12，B′C′等于18,0
1297,BF，BE分别是角ABC及其邻补角的平分线，AE垂直BE于点E，AF垂直BF于点F，四边形AEBF是矩形吗？请证明你的结论．,0
767,角AEC等于70角，角B等于35角，EF平分角AEC，试说明ED平行BC．,0
1082,将两个全等的等腰直角三角形摆成如图所示的样子（图中的所有点，线都在同一平面内），请在图中找出两对相似而不全等的三角形，并说明它们相似的理由．,0
1126,如图所示分别是李磊和王亮画的两个三角形，它们的一个角对应相等，两条边对应成比例，这两个三角形相似吗？由此你能得到什么结论？,0
29,AD平行BC，AB垂直BC，AD等于AB，E为BC上一点，DF垂直AE，垂足为F．在AE上是否存在一点P，使三角形ABP全等三角形DAF？若存在，请找出满足条件的点P，并给予证明；若不存在，请说明理由．,0
924,在梯形ABCD中，AD平行BC，AB等于DC等于3厘米，BC等于4厘米，角B等于角C等于60角，点P从点A开始沿AB边向点B运动，Q从C沿CD向D运动，过点Q作QE平行AB交BC于点E，连接AQ，PE，若点P，Q同时出发且均以1厘米除s的速度运动．（1）求证比四边形APEQ是平行四边形；（2）点P运动几秒，四边形APEQ是矩形；（3）当点P运动到何处时，四边形APEQ是菱形；（4）四边形APEQ可能是正方形吗，为什么？,0
258,CD垂直AB于点D，BE垂直AC于点E，三角形ABE全等三角形ACD，角C等于20角，AB等于10，AD等于6，G为AB延长线上一点，求角EBG的度数和CE的长．,0
1129,在三角形ABC中，点D、E分别在边AC，AB上，角ABD等于角ACE，连接DE，求证三角形ADE相似三角形ABC．,0
880,已知三角形ABC，且三角形ABD，三角形ACE，三角形BCF都是等边三角形．（1）求证比四边形ADFE是平行四边形；（2）当三角形ABC满足角BAC等于150角时，四边形ADFE是矩形；（3）当三角形ABC满足AB等于AC且角BAC等于150角时，四边形ADFE是正方形．,0
428,（2018秋射阳县期末）直线AB、CD相交于点O，OE平分角BOD，角BOE等于36角．求角AOC的度数．,0
1114,一张直角三角形纸片ABC，角C等于90角，AC等于8，BC等于6，现将三角形纸片对折，使A落在BC边上，且要求折后的重合部分与原来的三角形ABC相似，折痕分别交AC，AB于D、E，求折痕DE长？,0
536,如图所示，延长三角形ABC的中线BD至点E，使DE等于BD，连结AE、CE．求证比四边形ABCE是平行四边形．,0
40,角B等于角B′＞90角，AB等于A′B′，AC等于A′C′．求证比三角形ABC全等三角形A′B′C′．,0
307,三角形ABC中，AB等于AC，角C等于30角，DA垂直BA于A，BC等于6厘米，求AD的长．,0
971,正方形ABCD，M在AD的延长线上，E在边AD上，BE垂直EF，且BE等于EF，连接FD，求证比FD平分角CDM．,0
97,已知角BAC等于角DAE，角1等于角2，BD等于CE．问三角形ABD全等三角形ACE吗？为什么？,0
126,图中的两个三角形有几对相等的角？这两个三角形全等吗？请说明理由．,0
1456,在矩形ABCD中，AB等于3，BC等于4，点P在BC边上运动，连结DP，过点A作AE垂直DP，垂足为E，随着点P的运动，AE的长是否变化？若不变，求出这个不变的值；若变化，请说明是如何变化的．,0
1416,在一张长是16厘米，宽是9厘米的长方形硬纸板上剪半径是2厘米的圆片，一共可以剪多少个？,0
257,已知三角形ABC全等三角形A′B′C′，AD，A′D′分别是角BAC和角B′A′C′的角平分线，试说明AD等于A′D′的理由．,0
69,AB等于AC，BE垂直AC于点E，CD垂直AB于点D，BE，CD交于点O，试说明比三角形BDO全等三角形CEO．,0
272,如图所示，已知点E在AC上，点D在AB上，三角形ADC全等三角形EDB，且角DEA等于角A，若角A比角C等于5比3，请你求出角EDC的度数．,0
1329,已知平面直角坐标系中两点A（1，2）和C（5，0），且OA平行BC，AC平行OB，AC平行OB．（1）求证比四边形OBCA为矩形；（2）直接写出B点坐标．,0
358,三角形ABC中，AC等于BC，角ACB等于90角，D是三角形ABC内一点，AD等于AC，角CAD等于30角，试判断BD，CD的大小关系，并说明理由．,0
1068,AB垂直BC，BC垂直CD，AC垂直BD，垂足为P，如果角A等于α，那么角ABP和角PCD分别等于多少？,0
354,求证比如果等腰三角形的底角等于15角，那么腰上的高是腰长的一半．,0
1064,已知BE、CF是三角形ABC之二高，求证比角ABE等于角ACF．,0
318,三角形ABC中，角ACB等于90角，BC等于8，AC等于12，角BCD等于30角，求线段CD长．,0
1165,已知等边三角形ABC的边长为6，折叠三角形ABC，使得点A恰好与边BC上的点D重合，折痕为EF（点E、F分别在边AB、AC上）（1）三角形BED和三角形CDF相似吗？并说明理由．（2）若BD比DC等于2比1，BE等于y，CF等于x，求y与x的函数关系式．,0
1212,如图所示，已知三角形ABC相似三角形ADE，AE等于50厘米，EC等于30厘米，BC等于57厘米，角A等于45角，角ACB等于40角，求（1）角AED和角ADE的度数；（2）DE的长．,0
849,直线AB平行CD，点E在AB上，点F在CD上，角PEB等于α，角PFD等于β，角EPF等于γ．（1）如图①，试探求α、β、γ之间的关系；（2）如图②，试探求α、β、γ之间的关系．,0
1139,在直角三角形ABC中，角C等于90角，D是BC上一点，已知CD等于1，AD等于5，AB等于25．求证比直角三角形ADC相似直角三角形BAC．,0
1402,（2019春蒙阴县期中）O是矩形ABCD的对角线的中点，M是AD的中点，若AB等于6，AD等于8，求四边形ABOM的周长．,0
1270,已知两个相似三角形两条对应边上的中线的长是3厘米和5厘米，那么它们的相似比是多少，对应高的比是多少？,0
433,（2018春奉贤区期中）已知，角3等于角B，角1相加角2等于180角，角AED等于角C大小相等吗？请说明理由．,0
765,（1）如图①，如果角B相加角E相加角D等于360角，那么AB、CD有怎样的关系，为什么？（2）如图②，当角1、角2、角3满条件角1相加角3等于角2时，有AB平行CD，为什么？（3）如图③，当角B、角E、角F、角D满足条件角B相加角E相加角F相加角D等于540角时，有AB平行CD，为什么？,0
998,正方形ABCD中，H在BC上，DE垂直AH交AB于点E，交AH于点G，若AB等于3，BH等于1．（1）求DE的长；（2）求GH的长．,0
988,正方形ABCD，等腰直角三角形CDE，点P是AB上一动点，连接CP，点F是CP的中点，作角AFG等于90角交DE于点G，求证比AF等于GF．,0
685,（2016春梅河口市校级月考）已知角1等于角2，角3相加角4等于180角，求证比AB平行EF．,0
1204,已知三角形ABC与三角形AED相似，且AD等于3，DE等于6，AE等于4，AC等于6，角AED等于角B，求三角形ABC的周长．,0
339,三角形ABC中，角BCA等于45角，点D在AC上，角BDA等于60角，AD等于2DC，AE垂直BD于E．求证比（1）DE等于DC；（2）EA等于EB．,0
243,三角形ABC全等三角形ADE，角E等于角DAB，找出图中平行的两条线段，并说明理由．,0
473,直线AB、CD相交于点O，OE平分角AOD，OF垂直于CD垂足为O，角1相加角2等于角3，求角1、角2、角3的度数．,0
828,已知HM平分角EHD，GB平行HD，角3等于35角．（1）求角1的度数；（2）求角EGB的度数．,0
135,（2018秋永春县期中）求证比全等三角形的对应边中线相等．,0
157,三角形ABC全等三角形ADE，角DAC等于60角，角BAE等于100角，BC分别交AD、DE于点G、F，求角DFB的度数．,0
784,（2019春西湖区校级月考）已知比如图1，射线OP平行AE，角AOP的角平分线交射线AE于点B．（1）若角A等于50角，求角ABO的度数；（2）如图2，若点C在射线AE上，OB平分角AOC交AE于点B，OD平分角COP交AE于点D，角ABO减角AOB等于70角，求角ADO的度数；（3）如图3，若角A等于α，依次作出角AOP的角平分线OB，角BOP的角平分线OB1，角B1OP的角平分线OB2，…，角Bn减1OP的角平分线OBn，其中点B，B1，B2，…，Bn减1，Bn都在射线AE上，试求角ABnO的度数．,0
1045,三角形ABC中，角ACB等于90角，D是BC延长线上一点，DF垂直AB于F，DF交AC于E，找一找，图中有多少个直角三角形？与角A相等的角有哪些？与角A互余的角有哪些？请分别写出来．,0
787,（2018秋合川区期中）AB平行CD，点E是CD上一点，角AEC等于30角，AE平分角CEF，EF交AB于F，求角AFE的度数．,0
633,（2019春禅城区期末）在平行四边形ABCD中，角C和角D的平分线交于M，DM的延长线交AD于E，试猜想比（1）厘米与DE的位置关系？（2）M在DE的什么位置上？并证明你的猜想．（3）若DE等于24，厘米等于5，则点M到BC的距离是多少？,0
160,两个全等的30角角的三角板如图放置，已知，BC等于BD等于4，角A等于角E等于30角．求比（1）三角形EFG的面积；（2）四边形DBGF的周长．,0
352,如图所示，在直角三角形ABC中，角C等于90角，角A等于15角，BC等于1，求三角形ABC的面积．,0
230,三角形ABC全等三角形DCB，求证比角1等于角2．,0
1371,在ABCD中，点E，F分别是AB，CD的中点，且CA等于CB，连接AF，CE．求证比四边形AECF是矩形．,0
385,已知比在三角形ABC中，角ACB等于90角，角A等于30角，CA等于6，求AB的长．,0
432,（2018春容县期中）直线AB，CD相交于点O，OA平分角EOC．已知角DOE等于2角AOC，求证比OE垂直CD．,0
1157,O是三角形ABC内任意一点，DE平行AB，DF平行AC，EF平行BC，那么三角形ABC与三角形DEF相似吗？说明理由．,0
1014,如图（1）所示，在正方形ABCD和正方形CGEF中，点B、C、F在同一条直线上，M是线段AE的中点，连接DM、FM．（1）延长DM交GE于点N，求证比MD等于MN；（2）求i正比①FM垂直DM．②DM等于FM；（3）如图（2），若将“正方形ABCD和正方形CGEF”改为“菱形ABCD和菱形CGEF”，且角BCD等于角G等于120角，其它条件不变，那么DM和FM又有怎样的位置关系和数量关系，直接写出结论．,0
902,三角形ABC中，O是边BC的中点，点D是AD延长线上一点，BE平行CD交AD于E，连接BD、CE（1）求证比四边形BECD是平行四边形；（2）若AB等于AC等于25，BC等于4，当点D在AD延长线上移动时，四边形BECD能否成为正方形？若能，求出AD的长；若不能，说明理由．,0
327,在直角三角形ABC中，角C等于90角，AD平分角BAC，又2DC等于BD，求角B的度数．,0
527,如图所示，AB平行CD，AB等于CD，点E，F在BC上，且BE等于CF．求证比四边形AFDE是平行四边形．,0
681,（2018春常州期末）已知点E在AB上，CE平分角ACD，角ACE等于角AEC．求证比AB平行CD．,0
918,点M是矩形ABCD边AD的中点，2AB等于AD，点P是BC边上一动点，PE垂直MC，PF垂直BM，垂足分别为E、F，求点P运动到什么位置时，四边形PEMF为正方形，并证明．,0
1491,在三角形ABC中，DE垂直平分AB，DF垂直平分AC．（1）求证比三角形DBC是等腰三角形；（2）若角ABC等于30角，角ACB等于40角，求角BDC的度数．,1
545,已知平面直角坐标系内三点A（2，1），B（3，负1），C（负2，2），在平面内求一点D，使以A，B，C，D为顶点的四边形为平行四边形，写出点D的坐标．,0
531,在直角坐标系中，点A，B，C，D的坐标依次为（负1，0），（x，y），（负1，5），（w，z），要使四边形ABCD为平行四边形，则x，y，w，z的值需满足什么条件？,0
221,已知三角形ABC全等三角形DEF，角A等于70角，角B等于60角，BF等于2．（1）求角DFE的度数和EC的长．（2）三角形EDF可以通过平移，翻转，旋转中的哪些方法变到三角形BAC的位置？,0
526,（2016春虎林市校级期中）在四边形ABCD中，AD平行BC，AD等于24厘米，BC等于30厘米，点P自点A向点D以1厘米除s的速度运动，到点D停止．点Q自点C向B以2厘米除s的速度运动，到点B即停止，直线PQ截四边形ABCD为两个四边形，问当P，Q同时出发．（1）几秒后，四边形APQB为平行四边形．（2）几秒后，四边形PDCQ为平行四边形．,0
75,点M是AB的中点，角1等于角2，角C等于角D，试说明三角形CAM全等三角形DBM．,0
52,在四边形ABCD中，DA等于BC，DE垂直AB，BF垂直DC，点E、F为垂足，DE等于BF，求证比三角形ADE全等三角形CBF．,0
1098,已知比AB等于AC，角DAE等于角B，求证比三角形ABE相似三角形DCA．,0
850,AB平行DE，角α比角D比角B等于2比3比4，求角α．,0
201,三角形ABC全等三角形ADE，角BAE等于110角，角CAD等于10角，角D等于40角．求比（1）角BAC的度数；（2）角E的度数．,0
497,直线AC，DE相交于点O，OE是角AOB的平分线，角COD等于50角．试求角AOB的度数．,0
1081,（2018秋石景山区期末）三角形ABC的高AD，BE交于点F．写出图中所有与三角形AFE相似的三角形，并选择一个进行证明．,0
1003,正方形ABCD的面积为4，E，F分别是AB、CD上的点，AF与ED相交于点G，BF与EC相交于点H，求四边形EHFG面积的最大值．,0
897,在平面直角坐标系中，A（3，0），O（0，0），点C在直线y等于x减3上，在坐标平面内，求使以A、O、C、D为顶点的四边形是正方形的D点的坐标．（画图解答）,0
821,如图2，AB平行CD，BE垂直DE，角ABE等于155角37′，求角CDE的大小．,1
1099,在直角三角形ABC中，角B等于90度，AB等于6厘米，BC等于8厘米，点P从A点开始沿AB边向点B以1厘米除s的速度移动，点Q从B点开始沿BC边向点C以2厘米除s的速度移动，如果P，Q分别从A，B同时出发，当点P或点Q到达终点时停止运动．则当运动几秒时，以QBP为顶点的三角形与三角形ABC相似？,0
443,直线AB，CD相交于点O，OD平分角BOE，OF平分角AOE（1）判断OF与OD的位置关系，并进行证明．（2）若角AOC比角AOD等于1比5，求角EOF的度数．,0
51,在直角三角形ABC中，角C等于90角，AC等于16，BC等于8，MN等于AB，点M、N分别在AC和过点A且垂直于AC的射线AP上运动，问比点M运动到什么位置时，三角形ABC和以A、M、N为顶点的三角形全等（画出图形，写出解答过程）．,0
1431,在矩形ABCD中，对角线AC，BD相交于点O，E是边AD的中点，若AC等于10，DC等于25，求角EBD的大小．（参考数据比tan26角34'≈1除2）,0
1059,AD垂直BC，垂足为D，点E在AC上，角EBC等于40角，角A等于30角，求角BEC的度数．,0
426,（2018秋金东区期末）已知，如图直线AB与CD相交于点O，角BOE等于90角，角AOD等于30角，OF为角BOD的角平分线．（1）求角EOC度数；（2）求角EOF的度数．,0
214,已知，点D、E分别在AB、AC上，三角形ABE全等三角形ACD，AB等于5，AD等于2，求CE的长．,0
1298,平行四边形ABCD的四个内角的平分线分别相交于点E、F、G、H，求证比四边形EFGH是矩形．,0
1360,在平行四边形ABCD中，过点A作AE平行BD交CB的延长线于点E，且AE等于AC，判断四边形ABCD的形状，并说明理由．,0
1023,正方形ABCD，过A作直线AE，过D作DG垂直AE，AG等于GE，连DE．（1）求证比DE等于DC；（2）若角CDE的平分线交EA的延长线于F点，连BF．求证比DF减2FA等于FB．,0
280,已知三角形ABC全等三角形A1B1C1，求证比S三角形ABC等于S三角形A1B1C1．,0
818,直线AB平行CD，E、F分别是直线AB、CD上的点．（1）如图1，若G是在直线AB和直线CD内部，在EF的右侧一点，证明比角G等于角GEB相加角GFD．（2）如图2，EF垂直AB，射线EI从射线EB位置出发，绕着点E以10度除秒的角速度顺时针旋转．射线FH从射线FD位置出发，绕着点F以15度除秒的角速度逆时针旋转．两条射线同时出发，当射线FH转完一周的时候两射线同时停止．请问在保证射线FH和射线EI有交点G的前提下，过几秒钟时，角EGF等于50角？,0
79,在三角形ABC中，AB等于AC，DE垂直AB，DF垂直AC，垂足分别为E、F，且DE等于DF．请选择一对你认为全等的三角形并加以证明．（1）你选择的是比三角形BAD全等三角形CAD．（2）证明比,0
124,已知比在三角形ABC和三角形A′B′C′中，AM与A′M′分别是BC，B′C′上的中线，AB等于A′B′，AC等于A′C′，AM等于A′M′，求证比三角形ABC全等三角形A′B′C′．,0
1218,已知AC等于6厘米，BC等于9厘米，角B等于30角，角D等于115角，三角形ABC相似三角形DAC，（1）求CD的长；（2）求角BAD的大小．,0
619,在平行四边形ABCD中，若BE平分角ABC，CF平分角BCD，交AD于点E，F，BC等于9厘米，EF等于1厘米，求AB的长．（请画出图形并求解）,0
560,在四边形ABCD中，AB等于CD，角ADC与角BAD的平分线分别交BC于点E、F，且AF垂直DE，垂足为G（1）求证比四边形ABCD是平行四边形；（2）若AB等于4，AD等于6，求CF的长．,0
738,已知比AB平行CD，角A等于70角，角DHE等于70角，求证比AM平行EF．,0
1015,边长为5的正方形OABC的顶点O在坐标原点处，点A，C分别在x轴、y轴的正半轴上，点E是OA边上的点（不与点A重合），EF垂直CE，且与正方形外角平分线AG交于点P．（1）求证比CE等于EP（2）过点B作BM平行PE交y轴于点M，连接ME，BP，求证比四边形BMEP是平行四边形．,0
961,（2007甘井子区模拟）正方形ABCD中，若E、F分别是AD、AB上的点，且AE等于AF．过点A作AM垂直BE，交对角线BD于M，过点M作MG垂直DF，交AD于N，交BE的延长线于G．探究BG、AM、MG之间的数量关系并证明．,0
840,点D在BC边上，过D点作DE平行BA交AC于点E，作DF平行CA交AB于点F，请你补全图形，判断角EDF与角A的数量关系，并证明你的结论．,0
1150,已知比D、E分别是三角形ABC两边AB、AC上的点，试问在下列条件下三角形ADE与三角形ACB是否相似，并说明理由．（1）角AED等于角B．（2）角A等于60角，角C等于70角，角AED等于50角；（3）AD等于3，BD等于5，AE等于4，EC等于2．,0
1005,图中ABCD为正方形，Q及R分别为AD及AB上的点，DR与CQ相交于P，已知AQ等于BR．（1）求证比三角形ADR全等三角形DCQ；（2）若AR等于10厘米，QP等于6厘米，求三角形DPQ的面积．,0
115,在讲完全等三角形后，李老师布置了一道数学题，已知三角形ABC全等三角形ADE，那么图中由几对相等的角？你同意谁的想法？请说明理由．,0
1379,已知梯形ABCD中，AD平行BC，E，G分别是AB、CD的中点，点F在边BC上，且BF等于1除2（AD相加BC）（1）求证比四边形AEFG是平行四边形；（2）连接AF，若AG平分角FAD，求证比四边形AEFG是矩形．,0
650,（2019春无锡期中）在ABCD中，BE等于DF，求证比AF等于EC．,0
62,已知比AB等于AC，AD等于AE．求证比三角形ABE全等三角形ACD．,0
1106,已知在平行四边形ABCD中，AC等于2AB，求证比三角形AOB相似三角形ABC．,0
291,（2008秋萧山区校级月考）已知直角三角形ABC中，AD垂直BC，角ABC等于2角C，试说明AB相加BD等于CD的理由．,0
1083,（2019春沂源县期末）如图所示，方格纸中每个小正方形的边长为1，三角形ABC和三角形DEF的顶点都在方格纸的格点上，判断三角形ABC和三角形DEF是否相似，并说明理由．,0
1245,已知三角形ABC相似三角形CAD，AB等于8厘米，DC等于6厘米，求AC的长．,0
1269,已知三角形ADE相似三角形ABC，且AD等于EC，DB等于1厘米，AE等于4厘米，BC等于5厘米，求DE的长．,0
337,在三角形ABC中，角C等于90角，AD平行BC，AB等于AD，BD交AC于点E，AE等于1除2ED．求证比AE等于2EC．,0
37,C为BE上一点，点A、D分别在BE两侧，AB平行ED，AB等于CE，请你添加一个条件，使三角形ABC全等三角形CED，你添加的条件是BC等于ED，，并写出证明过程．,0
1227,已知三角形ABC相似三角形DEF，AB与DE的比为3比2，三角形ABC与三角形DEF的周长之差为5厘米，求三角形ABC与三角形DEF的周长之和．,0
178,如图所示，三角形ABC全等三角形DEC，CA和CD，CB和CE是对应边，角ACD和角BCE相等吗？为什么？,0
1318,在三角形ABC中，CD是AB边上的中线，F是CD的中点，过点C作AB的平行线交BF的延长线于点E，连接AE（1）求证比EC等于DA；（2）填空比①当AC垂直CB时，四边形AECD的形状是菱形；②当AC等于CB时，四边形AECD的形状是矩形．,0
1031,（2017秋潮安区期末）AB、ED分别垂直于BD，点B、D是垂足，且角ACB等于角CED．求证三角形ACE是直角三角形．,0
1250,如果一个三角形的底边长是3厘米，高是2厘米，把它按1比5的比例放大，得到的图形面积是多少？,0
47,在平面直角坐标系xOy中，已知点（4，0），B（0，3），若有一个直角三角形与直角三角形ABO全等且有一条公共的直角边，试写出这个直角三角形未知顶点的坐标．,0
344,三角形ABC是等边三角形，BD是中线，DE垂直BC于点E．CE和BE有怎样的数量关系？请你说明理由．,0
67,已知四边形ABCD，对角线BD将其分成两个三角形，其中角ABD等于角ADB等于角DBC，此时这两个三角形全等吗？请画出图形，并说说你的想法．,0
465,已知比AB、CD交于点O，OA平分角EOD，角EOD等于80角．（1）写出图中所有的对顶角、邻补角；（2）求角BOC．,0
403,（2018秋南充期中）三角形ABC中，AB等于AC，AD等于AE，角CAD等于60角，角C等于α（1）用α表示角BAD，则角BAD等于120角减2α；（2）求角EDB的度数．,0
498,直线AB，CD相交于点O，角BOE比角DOE等于1比2，OF垂直OE，角AOC等于60角，求角DOF的度数．,0
293,如图所示，在三角形ABC中，AB等于AC，角BAC等于120角，DE垂直平分AC，若DE等于2厘米，求BC的长．,1
1502,已知B、D、E、C四点在同一直线上，且AD等于AE，角1等于角2．求证比三角形ABC是等腰三角形．,0
1002,正方形ABCD，点E为正方形外一点，三角形ADE为等边三角形，连BE，AM垂直DE交BE于P点，连CP．（1）求角APB的度数；（2）求证比AP垂直CP．,0
1312,已知AB等于AC，AD等于AE，DE等于BC，且角1等于角2，求证比四边形BCED是矩形．,0
530,三角形ABC中，分别以AB、AC为边向三角形外作三角形ABD和三角形ACE，使AD等于AB，AE等于AC，角BAD等于角CAE等于90角，AH垂直BC，H为垂足，点F在HA的延长线上，且AF等于BC，求证比四边形AEFD是平行四边形．,0
1155,格点三角形ABC与三角形A′B′C′是否相似？你有哪些判断方法？,0
1091,（2017秋恩阳区 期中）三角形ABC中，AD是角BAC的平分线，AD的垂直平分线AD交于点E，交BC的延长线于点F．试说明比三角形ABF相似三角形CAF．,0
987,在三角形ABC的两边AB，AC上向三角形ABC外作正方形ABEF，ACGH，过点A作BC的垂线分别交BC于点D，交FH于点M，求证比FM等于MH．,0
1007,如图所示，正方形ABCD中，M在CD上，N在DA延长线上，厘米等于AN，点E在BD上，EN平分角DNM，EF垂直MN于点F，问MN，AD，EF有什么数量关系？,0
1337,四边形ABCD中，AB平行CD，AB等于CD，AE为角A的平分线，BF为角B的平分线，E、F在CD上，AE等于BF，证明比四边形ABCD是矩形．,0
198,三角形ABC全等三角形DEF，角A等于70角，角B等于50角，BF等于4，求角DEF的度数和EC的长．,0
779,（2019春河北区期中）已知AB平行CD，角1等于50角．求角2的度数．,0
1407,（2018九龙坡区校级模拟）已知比在矩形ABCD中，点M、N在边AD上，且AM等于DN，求证比BN等于厘米．,0
637,（2019春南关区期中）在平面直角坐标系xOy中，双曲线y等于k除x经过ABCD的顶点B、D，点D的坐标为（负2，负1），点A在y轴上，且AD平行x轴，平行四边形ABCD的面积是8．（1）求双曲线和AB所在直线的解析式；（2）点P（x1，y1）、Q（x2，y2）是双曲线y等于k除x（x＜0）图象上的两点，若x1＞x2，则y1＜y2．（填“＜”、“等于”或“＞”）,0
1467,在矩形ABCD中，对角线AC、BD交于点O，过顶点C作BD的平行线交AD的延长线于点E，三角形ACE是什么三角形？说明你的理由．,0
238,E为线段BC上一点，AB垂直BC，三角形ABE全等三角形ECD，判断AE与DE的关系，并证明你的结论．,0
660,（2018春禅城区期末）已知比平行四边形ABCD中，角ABC，角BCD的平分线交于点E，且点E刚好落在AD上，分别延长BE、CD交于F．（1）AB与AD之间有什么数量关系？并证明你的猜想；（2）CE与BF之间有什么位置关系？并证明你的猜想．,0
867,BC平行B1C1，CD平行C1D1，DE平行D1E1，角BCD等于118角，角CDE等于119角，求角B1C1D1及角C1D1E1的度数．,0
309,已知比在直角三角形ABC中，角C等于90角，角B等于30角，AD平分角BAC．求证比点D在AB的垂直平分线上．,1
1019,已知直角三角形ABC，正方形ABGF，正方形ACDE，BAE共线，FD交AE于I，GE交AF于H，求证比AH等于AI．,0
17,（2018秋杨浦区期中）求证比有两个角及其中一个角的角平分线对应相等的两个三角形全等．,0
1377,一个木匠要制作矩形的踏板．他在一个对边平行的长木板上分别沿与长边垂直的方向锯了两次，就能得到矩形踏板．为什么？,0
687,角NOP等于角POM，A与B分别在OP和OM上，且角BOA等于角BAO，对AB平行ON说明理由．,0
669,（2019春秀洲区期中）如果角1相加角3等于180角，那么AB与CD平行吗，请说明理由．,0
874,已知比菱形ABCD中，E、F在BD上，角ABC等于45角，BE等于DF等于AE，求证比四边形AECF是正方形．,0
917,已知菱形ABCD对角线交于点O，在AC上截取OE等于OF等于OB，试说明比四边形DFBE是正方形．,0
1104,两个全等的等腰直角三角形按照如图放置，图中有几组相似三角形（不包括全等三角形）？请分别写出来，选择其中的一组证明．,0
976,正方形ABCD中，E为对角线BD上一点，过E点作EF垂直BC，EH垂直AE，MN垂直BD，求证比EN等于1除2BD．,0
1288,ABCD中，AC等于12厘米，BD等于16厘米，在对角线BD上，E，F两点分别从B，D点往终点D，B运动，它们的速度都是每秒1厘米除s，且同时出发，同时停止，若它们运动时间为t．（1）当t≠8时，判断四边形AECF的形状，并说明你的结论．（2）当运动时间t为多少时，四边形AECF为矩形？,0
543,在四边形ABCD中，AB等于x减5，CD等于11减x，AD等于5，BC等于x减3，对角线AC等于4，AC垂直AB，求证比四边形ABCD是平行四边形．,0
34,如图AB等于DC，AF等于DE，BE等于CF．求证比三角形ABF全等三角形DCE．,0
925,在三角形ABC中，AB等于AC，角BAC的平分线交BC于点D，过点B作BE平行AD交角BAF的平分线于点E．（1）求证比四边形ADBE是矩形；（2）当角BAC满足什么条件时，四边形ADBE是正方形．,0
702,角D等于49角，角BFE等于131角，试用三种不同的方法说明AB平行CD．,0
271,E为线段AB上一点，AC垂直AB，DB垂直AB，三角形ACE全等三角形BED．（1）试猜想线段CE与DE的位置关系，并证明你的结论；（2）求证比AB等于AC相加BD．,0
750,已知角BAD相加角ADC等于180角，AE平分角BAD，CD与AE相交于F，角CFE等于角AEB（1）求证比AD平行BC；（2）设角DAB等于α，角DGC等于β，试求当α，β满足什么关系时，AE平行DG，并说明理由．,0
774,（2019春江夏区期末）已知直线a平行b，点A在直线a上，点B、C在直线b上，点D在线段BC上，AB平分角MAD，AC平分角NAD，角1等于角2，求证比DE垂直AC．,1
77,AD等于AE，角B等于角C，角1等于角2，求证比三角形ABD全等三角形ACE．,0
289,（2019秋陇县期中）已知在三角形ABC中，角BAC等于120角，AB等于AC，AD垂直AC交BC于D，AD等于2，求BC的长度．,0
